 Nmin= 10000; Nmax= 20000;
16383;91;91;201
16383;91;91;1553
16383;91;91;1654
16383;91;91;1882
16383;91;91;2210
16383;91;91;2314
16383;91;91;2392
16383;91;91;3085
16383;91;91;3926
16383;91;91;4056
16383;91;91;4283
16383;91;91;4405
16383;91;91;4487
16383;91;91;4603
16383;91;91;4785
16383;91;91;4895
16383;91;91;5280
16383;91;91;5400
16383;91;91;5402
16383;91;91;5528
16383;91;91;5582
16383;91;91;5642
16383;91;91;6101
16383;91;91;6517
16383;91;91;6755
16383;91;91;6944
16383;91;91;7574
16383;91;91;7842
16383;91;91;8094
16384;91;91;344
16384;91;91;2964
16384;91;91;4140
16384;91;91;4142
16384;91;91;4186
16384;91;91;6076
16384;91;91;6234
16384;91;91;6258
16384;91;91;7224
16385;91;91;3240
16385;91;91;3242
16385;91;91;3681
16385;91;91;5054
16385;91;91;5522
16385;91;91;6481
16385;91;91;7181
16385;91;91;7303
16385;91;91;7363
16385;91;91;7753
16385;91;91;8095
16386;91;91;880
16386;91;91;1034
16386;91;91;1602
16386;91;91;2028
16386;91;91;2700
16386;91;91;2702
16386;91;91;2792
16386;91;91;3238
16386;91;91;4582
16386;91;91;4658
16386;91;91;4970
16386;91;91;5529
16386;91;91;6170
16386;91;91;6381
16386;91;91;6591
16386;91;91;6627
16386;91;91;7156
16387;91;91;770
16387;91;91;930
16387;91;91;1763
16387;91;91;2073
16387;91;91;2366
16387;91;91;2414
16387;91;91;2614
16387;91;91;2759
16387;91;91;2947
16387;91;91;3029
16387;91;91;3040
16387;91;91;3660
16387;91;91;4057
16387;91;91;4420
16387;91;91;4452
16387;91;91;4710
16387;91;91;5893
16387;91;91;6596
16387;91;91;6668
16387;91;91;7366
16388;91;91;1290
16388;91;91;2004
16388;91;91;4136
16388;91;91;5772
16388;91;91;6122
16388;91;91;6124
16388;91;91;7814
16389;91;91;524
16389;91;91;943
16389;91;91;1246
16389;91;91;1288
16389;91;91;1714
16389;91;91;1800
16389;91;91;1802
16389;91;91;1877
16389;91;91;2577
16389;91;91;3165
16389;91;91;3318
16389;91;91;3601
16389;91;91;3740
16389;91;91;3876
16389;91;91;4561
16389;91;91;4973
16389;91;91;5530
16389;91;91;6120
16389;91;91;6262
16389;91;91;6523
16389;91;91;7050
16390;91;91;1106
16390;91;91;1620
16390;91;91;1622
16390;91;91;2315
16390;91;91;2393
16390;91;91;2448
16390;91;91;5880
16390;91;91;5892
16390;91;91;5993
16391;91;91;346
16391;91;91;2209
16391;91;91;2795
16391;91;91;2819
16391;91;91;3524
16391;91;91;3665
16391;91;91;4419
16391;91;91;4504
16391;91;91;5028
16391;91;91;5943
16391;91;91;5945
16391;91;91;5975
16391;91;91;7267
16391;91;91;7432
16391;91;91;7466
16391;91;91;7662
16392;91;91;194
16392;91;91;706
16392;91;91;1320
16392;91;91;3130
16392;91;91;5132
16392;91;91;5156
16392;91;91;5168
16392;91;91;6170
16392;91;91;6598
16392;91;91;6800
16392;91;91;6844
16392;91;91;6846
16393;91;91;194
16393;91;91;922
16393;91;91;1156
16393;91;91;1274
16393;91;91;1798
16393;91;91;1938
16393;91;91;1961
16393;91;91;2510
16393;91;91;2760
16393;91;91;2946
16393;91;91;4012
16393;91;91;4790
16393;91;91;4810
16393;91;91;5277
16393;91;91;5529
16393;91;91;6213
16393;91;91;7264
16393;91;91;7303
16393;91;91;7735
16394;91;91;194
16394;91;91;890
16394;91;91;1233
16394;91;91;1303
16394;91;91;2029
16394;91;91;2367
16394;91;91;2617
16394;91;91;3319
16394;91;91;3683
16394;91;91;3970
16394;91;91;4490
16394;91;91;4604
16394;91;91;4708
16394;91;91;4712
16394;91;91;4831
16394;91;91;5640
16394;91;91;6173
16394;91;91;6525
16394;91;91;7307
16394;91;91;7727
16395;91;91;194
16395;91;91;892
16395;91;91;1015
16395;91;91;1080
16395;91;91;1082
16395;91;91;1235
16395;91;91;2074
16395;91;91;2161
16395;91;91;2966
16395;91;91;2996
16395;91;91;3499
16395;91;91;4141
16395;91;91;5159
16395;91;91;5167
16395;91;91;6078
16395;91;91;6290
16395;91;91;6318
16395;91;91;6700
16395;91;91;7738
16396;91;91;1384
16396;91;91;3062
16396;91;91;3064
16396;91;91;3096
16396;91;91;3662
16396;91;91;5530
16396;91;91;5712
16396;91;91;7580
16396;91;91;7638
16397;91;91;738
16397;91;91;1222
16397;91;91;1569
16397;91;91;2882
16397;91;91;2884
16397;91;91;3870
16397;91;91;3914
16397;91;91;5114
16397;91;91;5765
16397;91;91;6030
16397;91;91;6237
16397;91;91;6263
16397;91;91;6742
16398;91;91;900
16398;91;91;902
16398;91;91;1676
16398;91;91;2212
16398;91;91;2372
16398;91;91;2949
16398;91;91;3686
16398;91;91;3744
16398;91;91;4334
16398;91;91;4455
16398;91;91;4938
16398;91;91;5350
16398;91;91;5994
16398;91;91;6598
16398;91;91;6932
16399;91;91;558
16399;91;91;736
16399;91;91;2267
16399;91;91;2314
16399;91;91;2366
16399;91;91;3320
16399;91;91;3461
16399;91;91;4142
16399;91;91;4239
16399;91;91;4324
16399;91;91;4326
16399;91;91;4976
16399;91;91;5531
16399;91;91;6448
16399;91;91;6527
16399;91;91;7748
16400;91;91;160
16400;91;91;4814
16400;91;91;6762
16400;91;91;7388
16400;91;91;7390
16400;91;91;7554
16400;91;91;8100
16400;91;91;8118
16401;91;91;160
16401;91;91;517
16401;91;91;1291
16401;91;91;1960
16401;91;91;2368
16401;91;91;2468
16401;91;91;2934
16401;91;91;2999
16401;91;91;3099
16401;91;91;4272
16401;91;91;4606
16401;91;91;4710
16401;91;91;4714
16401;91;91;4937
16401;91;91;5882
16401;91;91;7188
16401;91;91;7835
16401;91;91;8098
16402;91;91;1035
16402;91;91;1247
16402;91;91;1289
16402;91;91;2030
16402;91;91;3134
16402;91;91;3881
16402;91;91;5226
16402;91;91;5228
16402;91;91;5532
16402;91;91;5712
16402;91;91;5979
16402;91;91;6176
16402;91;91;6954
16402;91;91;7163
16402;91;91;7268
16402;91;91;7437
16402;91;91;7471
16402;91;91;8101
16402;91;91;8119
16403;91;91;720
16403;91;91;722
16403;91;91;1443
16403;91;91;2397
16403;91;91;3030
16403;91;91;4143
16403;91;91;4240
16403;91;91;5521
16403;91;91;5645
16403;91;91;6600
16403;91;91;7838
16403;91;91;7924
16403;91;91;8099
16404;91;91;170
16404;91;91;554
16404;91;91;2294
16404;91;91;2948
16404;91;91;3424
16404;91;91;3426
16404;91;91;5032
16404;91;91;5844
16404;91;91;5870
16404;91;91;6388
16404;91;91;7154
16404;91;91;7762
16404;91;91;8102
16404;91;91;8120
16405;91;91;170
16405;91;91;554
16405;91;91;1107
16405;91;91;1984
16405;91;91;2373
16405;91;91;3387
16405;91;91;3527
16405;91;91;3664
16405;91;91;5525
16405;91;91;6132
16405;91;91;6242
16405;91;91;6819
16405;91;91;7210
16405;91;91;7212
16405;91;91;7372
16405;91;91;8015
16406;91;91;170
16406;91;91;534
16406;91;91;883
16406;91;91;1275
16406;91;91;2211
16406;91;91;2315
16406;91;91;2367
16406;91;91;2508
16406;91;91;2998
16406;91;91;4289
16406;91;91;5522
16406;91;91;7669
16406;91;91;7853
16407;91;91;157
16407;91;91;170
16407;91;91;209
16407;91;91;536
16407;91;91;552
16407;91;91;1157
16407;91;91;1606
16407;91;91;2198
16407;91;91;2270
16407;91;91;3351
16407;91;91;3688
16407;91;91;4144
16407;91;91;4150
16407;91;91;4660
16407;91;91;4792
16407;91;91;4867
16407;91;91;4869
16407;91;91;6670
16407;91;91;7587
16407;91;91;7928
16408;91;91;1506
16408;91;91;1716
16408;91;91;2580
16408;91;91;4712
16408;91;91;5286
16408;91;91;5526
16408;91;91;6602
16408;91;91;6638
16408;91;91;7668
16408;91;91;7944
16409;91;91;1210
16409;91;91;1221
16409;91;91;1885
16409;91;91;2423
16409;91;91;2824
16409;91;91;3502
16409;91;91;3966
16409;91;91;3968
16409;91;91;5245
16409;91;91;5653
16409;91;91;5916
16409;91;91;6454
16409;91;91;6955
16409;91;91;7586
16409;91;91;7929
16409;91;91;7935
16410;91;91;540
16410;91;91;542
16410;91;91;1474
16410;91;91;1940
16410;91;91;2398
16410;91;91;3316
16410;91;91;3390
16410;91;91;3530
16410;91;91;3542
16410;91;91;4815
16410;91;91;6412
16410;91;91;7743
16411;91;91;542
16411;91;91;872
16411;91;91;923
16411;91;91;953
16411;91;91;1016
16411;91;91;3745
16411;91;91;4151
16411;91;91;4240
16411;91;91;4836
16411;91;91;4940
16411;91;91;5174
16411;91;91;5289
16411;91;91;5418
16411;91;91;5527
16411;91;91;5540
16411;91;91;6086
16411;91;91;6899
16411;91;91;7234
16411;91;91;7272
16411;91;91;7735
16411;91;91;7934
16411;91;91;7936
16412;91;91;2702
16412;91;91;2708
16412;91;91;5652
16412;91;91;5902
16412;91;91;6174
16412;91;91;6672
16412;91;91;6674
16412;91;91;7084
16413;91;91;352
16413;91;91;893
16413;91;91;1478
16413;91;91;1739
16413;91;91;1983
16413;91;91;1985
16413;91;91;2005
16413;91;91;2316
16413;91;91;2368
16413;91;91;2677
16413;91;91;2965
16413;91;91;3466
16413;91;91;3625
16413;91;91;3772
16413;91;91;3800
16413;91;91;3967
16413;91;91;4015
16413;91;91;4427
16413;91;91;5119
16413;91;91;5191
16413;91;91;5347
16413;91;91;5983
16413;91;91;6135
16413;91;91;6176
16413;91;91;6604
16413;91;91;6640
16413;91;91;7442
16413;91;91;7476
16413;91;91;7560
16414;91;91;1411
16414;91;91;1442
16414;91;91;1444
16414;91;91;1764
16414;91;91;3034
16414;91;91;3874
16414;91;91;4662
16414;91;91;5165
16414;91;91;5173
16414;91;91;5528
16414;91;91;6456
16414;91;91;6749
16415;91;91;192
16415;91;91;1413
16415;91;91;1661
16415;91;91;2770
16415;91;91;3170
16415;91;91;3317
16415;91;91;4152
16415;91;91;4612
16415;91;91;4714
16415;91;91;5887
16415;91;91;5901
16415;91;91;8122
16416;91;91;192
16416;91;91;354
16416;91;91;1250
16416;91;91;3584
16416;91;91;5118
16416;91;91;5348
16416;91;91;5764
16416;91;91;7756
16416;91;91;7758
16417;91;91;165
16417;91;91;192
16417;91;91;199
16417;91;91;523
16417;91;91;1322
16417;91;91;1607
16417;91;91;1900
16417;91;91;3000
16417;91;91;3102
16417;91;91;4426
16417;91;91;4797
16417;91;91;4819
16417;91;91;4870
16417;91;91;5772
16417;91;91;5774
16417;91;91;6824
16417;91;91;7195
16417;91;91;8123
16418;91;91;165
16418;91;91;192
16418;91;91;199
16418;91;91;370
16418;91;91;856
16418;91;91;1036
16418;91;91;1571
16418;91;91;1964
16418;91;91;2164
16418;91;91;2166
16418;91;91;2703
16418;91;91;2709
16418;91;91;3465
16418;91;91;3919
16418;91;91;5849
16418;91;91;5875
16418;91;91;6245
16418;91;91;6271
16418;91;91;7170
16418;91;91;7239
16419;91;91;165
16419;91;91;199
16419;91;91;370
16419;91;91;756
16419;91;91;1184
16419;91;91;1276
16419;91;91;1305
16419;91;91;1351
16419;91;91;1507
16419;91;91;1943
16419;91;91;2510
16419;91;91;2621
16419;91;91;2678
16419;91;91;3242
16419;91;91;3530
16419;91;91;4153
16419;91;91;4197
16419;91;91;4980
16419;91;91;5528
16419;91;91;5720
16419;91;91;6089
16419;91;91;6599
16419;91;91;6749
16419;91;91;7061
16419;91;91;7258
16419;91;91;8024
16419;91;91;8032
16419;91;91;8124
16420;91;91;678
16420;91;91;1108
16420;91;91;1846
16420;91;91;3318
16420;91;91;4510
16420;91;91;4512
16420;91;91;7276
16421;91;91;737
16421;91;91;1475
16421;91;91;2006
16421;91;91;2323
16421;91;91;2771
16421;91;91;3608
16421;91;91;3610
16421;91;91;4664
16421;91;91;4943
16421;91;91;6179
16421;91;91;6530
16421;91;91;7219
16421;91;91;8033
16421;91;91;8125
16422;91;91;204
16422;91;91;368
16422;91;91;932
16422;91;91;1162
16422;91;91;1382
16422;91;91;2200
16422;91;91;3356
16422;91;91;3627
16422;91;91;4983
16422;91;91;5529
16422;91;91;6088
16422;91;91;6224
16422;91;91;7592
16423;91;91;204
16423;91;91;368
16423;91;91;882
16423;91;91;3138
16423;91;91;3428
16423;91;91;3505
16423;91;91;4198
16423;91;91;6114
16423;91;91;6275
16423;91;91;6496
16423;91;91;6498
16423;91;91;7675
16423;91;91;8032
16423;91;91;8131
16424;91;91;2704
16424;91;91;2710
16424;91;91;4416
16424;91;91;4430
16424;91;91;4464
16424;91;91;5594
16424;91;91;5596
16424;91;91;7846
16425;91;91;172
16425;91;91;360
16425;91;91;362
16425;91;91;721
16425;91;91;1662
16425;91;91;1923
16425;91;91;2029
16425;91;91;2295
16425;91;91;2642
16425;91;91;2677
16425;91;91;3319
16425;91;91;5303
16425;91;91;5353
16425;91;91;5407
16425;91;91;5530
16425;91;91;5785
16425;91;91;6603
16425;91;91;7381
16425;91;91;7770
16425;91;91;8033
16425;91;91;8117
16425;91;91;8132
16426;91;91;172
16426;91;91;360
16426;91;91;362
16426;91;91;1963
16426;91;91;3775
16426;91;91;3803
16426;91;91;4613
16426;91;91;5418
16426;91;91;5651
16426;91;91;6250
16426;91;91;6376
16426;91;91;6532
16426;91;91;7064
16426;91;91;7434
16426;91;91;7566
16426;91;91;7849
16427;91;91;172
16427;91;91;1606
16427;91;91;2583
16427;91;91;3885
16427;91;91;4197
16427;91;91;5167
16427;91;91;5234
16427;91;91;5595
16427;91;91;5597
16427;91;91;6459
16427;91;91;6465
16427;91;91;8118
16428;91;91;172
16428;91;91;954
16428;91;91;2324
16428;91;91;2474
16428;91;91;3002
16428;91;91;4666
16428;91;91;5354
16428;91;91;5408
16428;91;91;6498
16428;91;91;6500
16428;91;91;6644
16428;91;91;7514
16429;91;91;559
16429;91;91;924
16429;91;91;1251
16429;91;91;1847
16429;91;91;2009
16429;91;91;2939
16429;91;91;4295
16429;91;91;4594
16429;91;91;5419
16429;91;91;5894
16429;91;91;5906
16429;91;91;6182
16429;91;91;6829
16429;91;91;7864
16429;91;91;8119
16430;91;91;873
16430;91;91;3035
16430;91;91;3610
16430;91;91;3612
16430;91;91;4247
16430;91;91;4950
16430;91;91;5180
16430;91;91;6605
16430;91;91;6907
16430;91;91;7014
16431;91;91;892
16431;91;91;1279
16431;91;91;1352
16431;91;91;1512
16431;91;91;2399
16431;91;91;2540
16431;91;91;2678
16431;91;91;2867
16431;91;91;3629
16431;91;91;3878
16431;91;91;4198
16431;91;91;4496
16431;91;91;4513
16431;91;91;4515
16431;91;91;4717
16431;91;91;4946
16431;91;91;6008
16431;91;91;6436
16431;91;91;6534
16431;91;91;6538
16431;91;91;6756
16431;91;91;7012
16431;91;91;7402
16431;91;91;7755
16431;91;91;8120
16432;91;91;1476
16432;91;91;3470
16432;91;91;5420
16432;91;91;5854
16432;91;91;5880
16432;91;91;5994
16432;91;91;6532
16432;91;91;7322
16432;91;91;7938
16433;91;91;691
16433;91;91;1185
16433;91;91;2030
16433;91;91;2166
16433;91;91;2168
16433;91;91;2800
16433;91;91;3103
16433;91;91;3752
16433;91;91;4333
16433;91;91;4396
16433;91;91;6421
16433;91;91;6646
16433;91;91;6817
16433;91;91;7067
16433;91;91;7202
16433;91;91;7612
16434;91;91;190
16434;91;91;555
16434;91;91;1236
16434;91;91;1383
16434;91;91;3393
16434;91;91;3692
16434;91;91;4802
16434;91;91;4824
16434;91;91;5778
16434;91;91;5780
16434;91;91;6714
16434;91;91;8138
16435;91;91;190
16435;91;91;904
16435;91;91;1109
16435;91;91;1238
16435;91;91;1663
16435;91;91;2217
16435;91;91;2771
16435;91;91;4467
16435;91;91;5415
16435;91;91;5421
16435;91;91;6607
16435;91;91;6968
16435;91;91;7020
16435;91;91;7072
16435;91;91;7765
16435;91;91;7767
16436;91;91;190
16436;91;91;1212
16436;91;91;1844
16436;91;91;6536
16436;91;91;6540
16436;91;91;6756
16437;91;91;190
16437;91;91;535
16437;91;91;553
16437;91;91;706
16437;91;91;857
16437;91;91;1444
16437;91;91;1446
16437;91;91;1607
16437;91;91;2010
16437;91;91;2455
16437;91;91;2545
16437;91;91;2891
16437;91;91;2956
16437;91;91;3469
16437;91;91;3508
16437;91;91;4066
16437;91;91;6185
16437;91;91;6310
16437;91;91;6534
16437;91;91;7017
16437;91;91;7489
16437;91;91;7520
16438;91;91;537
16438;91;91;1848
16438;91;91;1986
16438;91;91;1988
16438;91;91;2400
16438;91;91;2829
16438;91;91;2910
16438;91;91;4060
16438;91;91;4068
16438;91;91;5416
16438;91;91;5663
16438;91;91;7682
16438;91;91;7943
16439;91;91;708
16439;91;91;1294
16439;91;91;1573
16439;91;91;3072
16439;91;91;3396
16439;91;91;3778
16439;91;91;3806
16439;91;91;3859
16439;91;91;3924
16439;91;91;4373
16439;91;91;5296
16439;91;91;5727
16439;91;91;6009
16439;91;91;6683
16439;91;91;6685
16439;91;91;7572
16439;91;91;7658
16440;91;91;1292
16440;91;91;2324
16440;91;91;3326
16440;91;91;3890
16440;91;91;4058
16440;91;91;4912
16440;91;91;6472
16440;91;91;7070
16440;91;91;7948
16440;91;91;7950
16441;91;91;541
16441;91;91;543
16441;91;91;757
16441;91;91;1085
16441;91;91;2031
16441;91;91;2772
16441;91;91;3039
16441;91;91;4067
16441;91;91;5417
16441;91;91;5662
16441;91;91;5712
16441;91;91;6542
16441;91;91;6834
16441;91;91;7326
16442;91;91;174
16442;91;91;1252
16442;91;91;1513
16442;91;91;1767
16442;91;91;1925
16442;91;91;3730
16442;91;91;3974
16442;91;91;3976
16442;91;91;4061
16442;91;91;4069
16442;91;91;4248
16442;91;91;4499
16442;91;91;5299
16442;91;91;5791
16442;91;91;6467
16442;91;91;6969
16442;91;91;7023
16442;91;91;7075
16443;91;91;162
16443;91;91;174
16443;91;91;885
16443;91;91;1357
16443;91;91;1477
16443;91;91;1903
16443;91;91;1967
16443;91;91;2216
16443;91;91;2428
16443;91;91;2955
16443;91;91;3694
16443;91;91;4596
16443;91;91;5899
16443;91;91;5998
16443;91;91;7171
16443;91;91;7366
16444;91;91;162
16444;91;91;174
16444;91;91;738
16444;91;91;1280
16444;91;91;2542
16444;91;91;4878
16444;91;91;4880
16444;91;91;5418
16444;91;91;6720
16444;91;91;7020
16445;91;91;174
16445;91;91;1664
16445;91;91;1845
16445;91;91;3327
16445;91;91;4064
16445;91;91;4068
16446;91;91;1384
16446;91;91;3176
16446;91;91;3753
16446;91;91;4062
16446;91;91;4070
16446;91;91;4420
16446;91;91;4470
16446;91;91;5428
16446;91;91;6048
16446;91;91;6099
16446;91;91;6544
16446;91;91;7228
16446;91;91;7230
16446;91;91;7760
16447;91;91;1681
16447;91;91;1810
16447;91;91;1849
16447;91;91;2300
16447;91;91;2325
16447;91;91;2773
16447;91;91;3433
16447;91;91;3435
16447;91;91;3697
16447;91;91;4621
16447;91;91;5773
16447;91;91;6258
16447;91;91;6751
16447;91;91;6867
16447;91;91;7333
16447;91;91;7857
16448;91;91;722
16448;91;91;724
16448;91;91;2958
16448;91;91;4400
16448;91;91;6614
16448;91;91;7494
16449;91;91;167
16449;91;91;188
16449;91;91;197
16449;91;91;874
16449;91;91;893
16449;91;91;1414
16449;91;91;2032
16449;91;91;2250
16449;91;91;2377
16449;91;91;3106
16449;91;91;3143
16449;91;91;3637
16449;91;91;4065
16449;91;91;4069
16449;91;91;4163
16449;91;91;5176
16449;91;91;5186
16449;91;91;5241
16449;91;91;5243
16449;91;91;5429
16449;91;91;5966
16449;91;91;6915
16449;91;91;7026
16449;91;91;7078
16449;91;91;7860
16449;91;91;8137
16450;91;91;167
16450;91;91;188
16450;91;91;197
16450;91;91;895
16450;91;91;2768
16450;91;91;3328
16450;91;91;4423
16450;91;91;4437
16450;91;91;4915
16450;91;91;5546
16450;91;91;7330
16451;91;91;167
16451;91;91;188
16451;91;91;197
16451;91;91;1628
16451;91;91;2404
16451;91;91;3360
16451;91;91;3474
16451;91;91;4829
16451;91;91;5418
16451;91;91;5428
16451;91;91;7023
16451;91;91;7411
16451;91;91;7413
16451;91;91;8138
16452;91;91;188
16452;91;91;526
16452;91;91;1770
16452;91;91;3098
16452;91;91;4338
16452;91;91;4340
16452;91;91;4990
16452;91;91;5296
16452;91;91;6284
16452;91;91;7254
16453;91;91;903
16453;91;91;905
16453;91;91;1293
16453;91;91;1514
16453;91;91;1809
16453;91;91;2774
16453;91;91;3323
16453;91;91;4066
16453;91;91;4164
16453;91;91;4502
16453;91;91;5047
16453;91;91;5075
16453;91;91;5547
16453;91;91;5777
16453;91;91;6275
16453;91;91;6616
16453;91;91;6763
16453;91;91;7689
16453;91;91;7845
16453;91;91;8139
16454;91;91;2326
16454;91;91;2476
16454;91;91;2892
16454;91;91;2894
16454;91;91;3109
16454;91;91;4377
16454;91;91;4601
16454;91;91;5419
16454;91;91;5429
16454;91;91;5901
16454;91;91;5915
16454;91;91;7394
16454;91;91;7665
16455;91;91;176
16455;91;91;1253
16455;91;91;1358
16455;91;91;2830
16455;91;91;2913
16455;91;91;3073
16455;91;91;3075
16455;91;91;3329
16455;91;91;3757
16455;91;91;4993
16455;91;91;6149
16455;91;91;6313
16455;91;91;6657
16455;91;91;7465
16455;91;91;8134
16455;91;91;8140
16456;91;91;176
16456;91;91;1084
16456;91;91;1086
16456;91;91;2378
16456;91;91;5544
16456;91;91;5548
16457;91;91;159
16457;91;91;176
16457;91;91;207
16457;91;91;692
16457;91;91;1281
16457;91;91;1308
16457;91;91;1560
16457;91;91;2458
16457;91;91;3252
16457;91;91;3258
16457;91;91;4067
16457;91;91;4473
16457;91;91;5420
16457;91;91;5430
16457;91;91;6288
16457;91;91;7179
16457;91;91;8135
16458;91;91;176
16458;91;91;560
16458;91;91;1611
16458;91;91;2078
16458;91;91;2082
16458;91;91;2218
16458;91;91;3324
16458;91;91;3639
16458;91;91;3680
16458;91;91;4622
16458;91;91;4809
16458;91;91;5662
16458;91;91;6618
16459;91;91;353
16459;91;91;1927
16459;91;91;2588
16459;91;91;2714
16459;91;91;5362
16459;91;91;5545
16459;91;91;5549
16459;91;91;5797
16459;91;91;6872
16459;91;91;6874
16459;91;91;7334
16459;91;91;7499
16459;91;91;7788
16459;91;91;8136
16460;91;91;186
16460;91;91;4918
16460;91;91;5968
16460;91;91;5970
16461;91;91;186
16461;91;91;1627
16461;91;91;1629
16461;91;91;2327
16461;91;91;3118
16461;91;91;3257
16461;91;91;3553
16461;91;91;4255
16461;91;91;6979
16461;91;91;8137
16462;91;91;186
16462;91;91;709
16462;91;91;1808
16462;91;91;1810
16462;91;91;2011
16462;91;91;2685
16462;91;91;3253
16462;91;91;3259
16462;91;91;5178
16462;91;91;5546
16462;91;91;5735
16463;91;91;186
16463;91;91;202
16463;91;91;355
16463;91;91;371
16463;91;91;2379
16463;91;91;4160
16463;91;91;6150
16463;91;91;6152
16463;91;91;6620
16463;91;91;7530
16463;91;91;7768
16464;91;91;178
16464;91;91;202
16464;91;91;556
16464;91;91;926
16464;91;91;2276
16464;91;91;5666
16464;91;91;5720
16464;91;91;5770
16464;91;91;6148
16464;91;91;7760
16464;91;91;8134
16464;91;91;8148
16465;91;91;178
16465;91;91;2185
16465;91;91;2713
16465;91;91;2715
16465;91;91;5429
16465;91;91;5547
16465;91;91;6055
16466;91;91;178
16466;91;91;739
16466;91;91;2079
16466;91;91;2083
16466;91;91;3256
16466;91;91;3258
16466;91;91;4209
16466;91;91;5051
16466;91;91;5079
16466;91;91;5556
16466;91;91;6729
16466;91;91;7470
16466;91;91;8055
16466;91;91;8135
16466;91;91;8149
16467;91;91;178
16467;91;91;184
16467;91;91;369
16467;91;91;536
16467;91;91;2834
16467;91;91;2979
16467;91;91;3254
16467;91;91;3260
16467;91;91;3641
16467;91;91;3682
16467;91;91;4161
16467;91;91;4163
16467;91;91;4510
16467;91;91;4681
16467;91;91;4733
16467;91;91;4924
16467;91;91;5305
16467;91;91;5673
16467;91;91;6833
16467;91;91;7772
16467;91;91;7957
16467;91;91;8144
16468;91;91;184
16468;91;91;5028
16468;91;91;5182
16468;91;91;5428
16468;91;91;5430
16468;91;91;6318
16468;91;91;8136
16468;91;91;8150
16469;91;91;180
16469;91;91;184
16469;91;91;1947
16469;91;91;3262
16469;91;91;3887
16469;91;91;4158
16469;91;91;4381
16469;91;91;5557
16469;91;91;6629
16469;91;91;7672
16469;91;91;8143
16469;91;91;8145
16470;91;91;180
16470;91;91;182
16470;91;91;184
16470;91;91;1280
16470;91;91;1282
16470;91;91;1770
16470;91;91;1892
16470;91;91;2012
16470;91;91;2014
16470;91;91;2378
16470;91;91;2380
16470;91;91;2432
16470;91;91;3110
16470;91;91;3112
16470;91;91;3147
16470;91;91;3476
16470;91;91;3478
16470;91;91;4208
16470;91;91;4210
16470;91;91;5306
16470;91;91;5308
16470;91;91;5672
16470;91;91;5674
16470;91;91;6478
16470;91;91;6770
16470;91;91;6772
16470;91;91;7260
16470;91;91;7502
16470;91;91;7504
16470;91;91;7868
16470;91;91;7870
16470;91;91;8055
16471;91;91;180
16471;91;91;182
16471;91;91;361
16471;91;91;363
16471;91;91;542
16471;91;91;544
16471;91;91;723
16471;91;91;725
16471;91;91;904
16471;91;91;906
16471;91;91;1085
16471;91;91;1087
16471;91;91;1447
16471;91;91;1449
16471;91;91;1628
16471;91;91;1630
16471;91;91;1809
16471;91;91;1811
16471;91;91;1990
16471;91;91;1992
16471;91;91;2171
16471;91;91;2173
16471;91;91;2253
16471;91;91;2714
16471;91;91;2716
16471;91;91;2895
16471;91;91;2897
16471;91;91;3076
16471;91;91;3078
16471;91;91;3257
16471;91;91;3259
16471;91;91;3366
16471;91;91;3438
16471;91;91;3440
16471;91;91;3619
16471;91;91;3621
16471;91;91;3981
16471;91;91;3983
16471;91;91;4162
16471;91;91;4164
16471;91;91;4306
16471;91;91;4343
16471;91;91;4345
16471;91;91;4524
16471;91;91;4526
16471;91;91;4886
16471;91;91;4888
16471;91;91;5248
16471;91;91;5250
16471;91;91;5368
16471;91;91;5429
16471;91;91;5431
16471;91;91;5551
16471;91;91;5610
16471;91;91;5612
16471;91;91;5791
16471;91;91;5793
16471;91;91;5972
16471;91;91;5974
16471;91;91;6153
16471;91;91;6155
16471;91;91;6202
16471;91;91;6515
16471;91;91;6517
16471;91;91;6696
16471;91;91;6698
16471;91;91;6877
16471;91;91;6879
16471;91;91;7239
16471;91;91;7241
16471;91;91;7420
16471;91;91;7422
16471;91;91;7782
16471;91;91;7784
16471;91;91;7963
16471;91;91;7965
16471;91;91;8144
16471;91;91;8146
16472;91;91;180
16472;91;91;182
16472;91;91;2222
16473;91;91;182
16473;91;91;1418
16473;91;91;3335
16473;91;91;3403
16473;91;91;4073
16473;91;91;4159
16473;91;91;5309
16473;91;91;5673
16473;91;91;6109
16473;91;91;6292
16473;91;91;6485
16473;91;91;6626
16473;91;91;7194
16473;91;91;8145
16473;91;91;8147
16474;91;91;2080
16474;91;91;2084
16474;91;91;2479
16474;91;91;2685
16474;91;91;4209
16474;91;91;4683
16474;91;91;4735
16474;91;91;5138
16474;91;91;5430
16474;91;91;5432
16474;91;91;5552
16474;91;91;7220
16474;91;91;7403
16475;91;91;935
16475;91;91;1723
16475;91;91;2302
16475;91;91;2327
16475;91;91;4163
16475;91;91;4165
16475;91;91;6663
16475;91;91;7812
16476;91;91;1226
16476;91;91;2774
16476;91;91;3258
16476;91;91;3260
16476;91;91;4430
16476;91;91;4444
16476;91;91;6554
16477;91;91;169
16477;91;91;195
16477;91;91;1297
16477;91;91;2379
16477;91;91;2715
16477;91;91;2717
16477;91;91;4927
16477;91;91;6136
16477;91;91;7344
16477;91;91;7471
16478;91;91;169
16478;91;91;195
16478;91;91;1162
16478;91;91;1562
16478;91;91;1611
16478;91;91;2015
16478;91;91;2591
16478;91;91;2981
16478;91;91;3336
