 N; Dlim; diam; s1opts
369;10;10;62
369;17;17;150
369;12;12;20
369;13;14;153
369;11;11;60
369;12;12;107
369;7;7;46
369;9;9;40
370;13;13;28
370;15;15;110
370;19;19;278
370;12;13;97
370;21;21;46
371;18;18;305
371;4;4;6
371;14;14;196
371;21;21;409
371;19;19;164
371;9;10;81
371;13;13;19
371;10;10;78
371;6;7;9
371;9;9;72
371;13;13;23
371;15;15;26
372;21;21;169
372;21;21;267
372;17;17;34
372;8;8;16
372;14;15;166
372;6;6;24
372;21;22;89
373;17;17;75
373;15;15;201
373;5;5;22
373;17;17;178
373;5;5;9
373;20;20;202
373;20;20;39
373;16;16;24
373;14;14;84
373;14;14;79
373;21;21;210
373;15;15;94
374;21;21;86
374;20;20;376
374;17;18;116
374;16;16;30
374;14;14;27
375;16;16;138
375;10;10;78
375;10;10;73
375;14;14;31
375;18;18;130
375;9;9;43
375;11;11;68
376;15;16;108
376;7;7;14
376;11;11;50
376;13;14;160
376;19;19;240
376;4;4;8
376;10;10;89
377;18;18;134
377;12;12;28
377;11;11;107
377;13;13;42
377;21;21;411
377;15;15;102
377;19;19;168
377;12;13;112
377;13;13;145
377;16;17;35
377;12;12;54
377;21;21;414
377;13;13;31
378;9;9;19
378;20;20;249
378;10;10;24
378;6;6;10
378;7;7;20
378;6;6;14
378;6;6;18
378;12;12;69
378;8;8;46
378;8;8;34
378;5;5;12
379;11;11;17
379;5;5;16
379;5;5;18
379;19;19;267
379;7;7;36
379;14;14;81
379;16;16;133
379;13;13;56
379;20;20;216
379;14;14;85
380;10;10;83
380;12;12;114
380;16;16;34
380;10;10;85
380;9;9;56
380;17;17;60
381;14;14;58
381;21;21;209
381;19;19;287
381;14;14;105
381;16;16;150
381;10;10;14
381;12;12;40
381;21;21;211
382;17;18;128
382;13;13;30
382;13;13;57
382;15;16;124
382;7;7;41
382;8;8;21
383;7;7;47
383;14;14;109
383;14;15;169
383;15;15;121
383;9;9;23
383;21;21;292
383;7;7;25
383;12;13;119
383;6;6;19
383;14;14;116
384;10;10;38
384;10;10;100
384;7;7;32
384;12;12;66
385;17;17;239
385;7;7;38
385;22;22;94
385;15;15;132
385;12;12;116
386;21;21;112
386;17;17;31
386;16;16;42
386;4;4;11
386;22;22;346
386;22;22;376
387;14;14;131
387;19;19;316
387;13;13;23
387;16;17;63
387;16;16;147
387;15;16;149
388;20;20;126
388;6;7;11
388;9;9;15
388;21;22;125
388;17;17;106
388;16;16;64
388;19;19;194
389;15;15;34
389;21;22;127
389;5;5;9
389;13;13;68
389;11;11;90
389;14;15;175
389;12;12;19
389;6;6;24
389;14;14;154
389;17;17;235
390;18;18;33
390;10;10;44
390;14;15;181
390;8;8;42
390;12;12;81
390;22;22;324
390;14;14;164
390;18;18;315
390;15;15;133
390;13;14;164
390;18;18;184
390;9;9;61
390;16;16;182
390;19;19;311
390;16;16;107
390;12;12;98
390;11;11;79
390;6;7;12
390;6;7;13
390;10;10;19
390;6;7;15
390;6;7;16
390;9;9;21
390;10;10;18
390;19;19;303
390;14;14;117
390;18;18;170
390;19;19;196
390;19;19;305
390;15;15;152
390;14;14;121
390;11;11;72
390;5;5;11
390;5;5;14
390;12;13;121
391;6;6;27
391;6;6;28
391;9;9;51
391;7;7;27
391;17;17;120
391;17;17;237
391;8;8;60
392;16;16;129
392;17;18;143
392;13;13;73
392;11;11;26
392;15;15;30
392;8;8;48
392;12;12;136
392;21;21;40
392;21;21;35
393;14;15;190
393;11;11;15
393;18;18;29
393;18;18;230
393;21;21;309
394;20;21;31
394;16;16;163
395;12;12;110
395;20;20;248
395;12;12;22
395;22;22;386
396;12;12;116
397;12;13;129
397;20;20;295
397;12;13;131
397;19;19;46
397;20;20;136
397;5;5;8
398;18;18;70
398;8;8;44
398;9;9;78
399;20;20;299
400;11;11;29
401;15;15;32
401;9;9;64
401;12;13;143
401;22;22;328
401;21;21;42
401;17;17;29
402;14;15;191
402;4;4;12
402;17;17;277
402;11;11;46
402;15;15;208
402;11;11;16
402;21;21;38
402;15;15;64
402;13;13;132
402;18;18;255
402;17;17;157
402;12;12;20
402;15;15;200
402;8;9;11
402;6;7;19
402;9;9;28
402;19;19;234
402;12;12;21
402;13;13;29
402;14;14;176
403;18;18;261
403;15;15;201
403;13;14;167
403;14;14;180
403;21;22;175
404;18;18;39
404;14;14;182
405;19;19;324
406;21;22;177
406;16;16;38
406;22;22;134
406;12;12;24
406;10;10;24
406;16;16;56
407;19;19;313
407;10;10;20
407;12;12;122
407;12;12;29
408;7;7;35
408;10;10;24
408;5;5;22
408;19;19;254
408;5;5;7
408;15;16;168
408;17;18;145
408;21;21;320
408;9;9;66
409;9;9;67
409;18;18;187
410;12;13;145
411;8;8;55
412;20;20;123
413;16;16;181
413;14;14;168
413;9;9;14
414;12;12;23
414;17;17;131
414;15;15;210
414;15;15;26
414;18;18;34
414;16;17;65
414;19;19;218
414;8;9;12
414;6;7;20
414;8;9;13
414;6;7;21
414;9;9;34
414;8;9;16
415;12;12;29
416;9;9;36
417;8;9;18
418;13;14;169
419;15;15;203
419;12;12;25
420;11;11;80
420;11;11;102
420;20;21;35
420;19;19;74
420;9;9;58
420;16;16;153
420;14;14;23
420;7;7;38
420;21;21;51
420;14;14;54
420;18;18;45
420;13;13;75
420;5;5;8
420;10;10;41
420;14;14;60
420;17;17;34
420;12;12;63
420;11;11;96
420;8;8;12
420;9;9;17
421;14;14;22
422;11;11;22
422;4;4;8
422;19;19;341
422;12;12;28
422;20;20;287
422;8;9;21
422;6;7;26
422;15;15;61
422;13;13;21
422;20;20;374
422;20;20;315
423;16;16;205
423;13;13;35
423;8;8;11
423;13;14;172
423;17;17;196
423;17;17;28
423;10;10;28
423;15;16;196
423;9;10;12
423;14;14;26
423;20;21;40
424;7;7;40
424;16;16;208
424;20;21;42
424;9;9;66
424;14;14;35
424;21;21;335
425;8;8;48
425;5;5;15
425;21;21;426
425;17;17;39
425;10;10;51
425;16;17;95
425;13;13;89
425;21;21;92
425;11;11;26
425;14;14;171
426;4;4;12
426;18;18;222
426;19;19;343
426;8;9;25
426;6;7;27
426;11;11;31
426;6;7;29
426;6;7;30
426;12;12;86
427;13;13;101
427;17;17;174
427;22;22;458
427;11;11;44
427;12;12;46
427;12;12;42
427;20;20;378
427;8;8;12
427;17;18;162
427;11;11;82
427;20;20;297
427;21;21;380
427;13;13;118
427;17;17;31
428;19;19;76
428;13;13;33
428;9;10;14
428;21;22;200
428;7;7;41
428;16;16;155
429;20;20;324
429;14;14;58
429;16;16;105
429;17;17;37
429;8;8;52
429;5;5;20
430;21;21;337
430;15;15;23
430;17;17;36
430;8;8;10
430;9;9;15
430;19;19;118
430;17;17;247
430;19;19;256
430;16;17;97
431;20;21;47
431;14;14;175
431;19;19;350
431;12;12;68
431;10;10;55
431;9;9;26
431;15;16;220
431;15;15;28
431;15;15;63
431;13;13;88
432;19;19;346
432;17;17;102
432;6;7;31
432;8;9;37
433;15;15;164
433;8;9;38
433;6;6;11
433;8;9;41
433;6;6;13
433;8;9;42
433;8;8;15
433;6;6;21
433;16;16;248
433;14;14;188
434;22;22;462
434;11;11;58
434;20;20;233
434;21;21;272
434;20;20;152
434;12;12;58
434;12;12;102
434;17;18;169
434;9;10;15
434;10;10;34
435;11;11;53
435;9;10;18
435;17;18;171
435;16;16;120
435;9;10;23
435;13;13;118
435;18;18;78
435;14;14;145
435;9;10;40
435;22;22;460
435;8;8;11
435;13;13;135
435;16;16;29
435;21;21;84
435;9;9;21
436;16;16;219
436;21;22;209
436;20;20;362
436;13;13;27
437;14;15;24
437;4;4;7
437;21;21;346
437;15;15;30
437;19;19;260
437;19;19;98
437;13;13;79
437;8;8;17
437;6;6;26
438;9;9;45
438;21;21;400
438;8;8;23
438;19;19;268
438;13;13;19
438;20;20;370
438;8;9;53
438;11;11;85
439;21;21;380
439;10;10;94
439;11;11;118
439;18;18;240
439;12;12;74
439;14;14;189
439;12;12;107
439;20;20;48
439;14;14;24
439;18;19;35
440;13;13;127
440;11;11;71
440;14;14;73
441;22;22;407
441;22;22;426
442;12;12;127
442;10;10;67
442;15;15;29
442;18;18;188
442;17;17;41
442;10;10;56
443;16;16;221
443;13;13;123
443;13;13;149
443;4;4;9
443;4;4;12
443;16;17;101
443;14;15;27
443;22;22;211
443;19;19;249
443;13;13;54
444;9;9;61
444;6;6;27
444;17;17;261
445;9;9;54
445;15;15;74
445;9;9;73
445;14;14;26
445;21;21;42
445;15;16;224
446;8;8;29
446;19;19;106
446;18;18;204
446;19;19;269
446;18;18;104
446;13;13;25
447;11;11;92
447;9;9;14
447;18;18;29
447;12;12;111
447;13;13;30
447;13;13;28
448;13;13;129
448;19;19;37
448;18;19;37
449;16;16;113
449;12;12;83
449;9;9;32
449;12;12;84
449;9;9;34
449;18;19;39
450;14;14;30
450;7;7;12
450;8;8;12
450;9;9;44
450;9;10;53
450;20;20;242
450;16;16;37
450;17;17;120
450;10;10;76
450;18;19;44
450;19;19;352
451;11;11;18
451;4;4;13
451;11;11;69
451;20;21;53
451;16;17;103
451;11;11;98
452;14;15;29
452;21;21;402
452;16;16;30
453;6;6;30
453;13;13;24
453;12;12;24
453;18;18;228
454;17;17;169
454;10;10;74
455;18;18;316
455;17;17;216
455;8;8;35
456;8;9;58
456;17;17;267
457;18;18;267
457;21;21;44
458;20;20;376
458;11;11;60
458;16;16;226
458;17;17;199
459;18;18;236
459;17;18;179
460;15;15;123
461;17;17;69
461;18;18;32
461;19;19;39
461;18;19;66
462;7;7;14
463;15;15;31
463;8;8;18
463;8;8;21
463;12;12;96
464;13;13;140
464;8;8;25
465;9;10;64
465;10;10;58
465;12;12;65
465;9;9;70
465;12;12;131
465;18;19;71
465;10;10;82
465;11;11;20
466;21;21;330
467;15;15;62
467;19;19;272
467;14;14;90
467;11;11;102
468;16;16;128
468;11;11;105
468;22;22;231
468;21;22;211
468;21;21;195
468;10;10;16
468;6;6;11
468;15;15;32
468;6;6;13
468;17;17;134
469;16;16;239
469;21;21;406
470;16;17;118
471;13;13;92
472;16;16;229
473;11;11;62
473;8;8;53
473;15;15;92
473;17;17;71
474;22;22;48
474;12;12;126
474;14;14;92
474;8;8;32
474;13;13;106
474;10;10;18
474;19;19;68
474;17;17;228
474;20;20;266
474;10;10;70
474;9;9;62
474;18;19;73
474;9;10;76
475;18;18;249
476;18;18;43
477;20;20;282
478;12;12;117
479;14;14;49
479;19;19;274
480;13;13;150
480;11;11;107
480;12;12;124
480;14;14;183
480;6;6;16
480;8;9;62
480;16;16;170
480;17;17;136
480;20;20;36
480;14;14;27
480;10;10;19
480;17;18;181
480;17;17;25
480;17;17;179
480;13;13;33
480;15;15;125
480;9;9;72
480;21;22;219
480;12;12;44
480;16;17;127
480;7;7;11
481;17;17;216
482;22;22;36
482;16;16;30
482;12;12;28
482;15;15;90
482;11;11;92
482;20;20;268
482;12;12;77
482;19;19;197
482;15;15;39
482;22;22;41
483;15;15;112
483;18;18;251
483;12;12;42
483;14;15;31
