N, s, D, AD
3309,1373,41,27.11850060459492
3310,1210,41,27.122695678452704
3311,324,41,27.12688821752266
3311,746,41,27.12688821752266
3312,728,41,27.13107822410148
3313,405,41,27.135265700483092
3313,1407,41,27.135265700483092
3314,484,41,27.139450648958647
3315,565,41,27.143633071816534
3316,648,41,27.147812971342383
3317,810,41,27.15199034981906
3317,1077,41,27.15199034981906
3318,1132,41,27.15616520952668
3319,84,41,27.160337552742615
3319,1620,41,27.160337552742615
3320,80,41,27.164507381741487
3321,80,41,27.16867469879518
3321,82,41,27.16867469879518
3321,161,41,27.16867469879518
3321,163,41,27.16867469879518
3321,242,41,27.16867469879518
3321,244,41,27.16867469879518
3321,323,41,27.16867469879518
3321,325,41,27.16867469879518
3321,404,41,27.16867469879518
3321,406,41,27.16867469879518
3321,485,41,27.16867469879518
3321,487,41,27.16867469879518
3321,566,41,27.16867469879518
3321,568,41,27.16867469879518
3321,647,41,27.16867469879518
3321,649,41,27.16867469879518
3321,728,41,27.16867469879518
3321,730,41,27.16867469879518
3321,809,41,27.16867469879518
3321,811,41,27.16867469879518
3321,890,41,27.16867469879518
3321,892,41,27.16867469879518
3321,971,41,27.16867469879518
3321,973,41,27.16867469879518
3321,1052,41,27.16867469879518
3321,1054,41,27.16867469879518
3321,1133,41,27.16867469879518
3321,1135,41,27.16867469879518
3321,1214,41,27.16867469879518
3321,1216,41,27.16867469879518
3321,1295,41,27.16867469879518
3321,1297,41,27.16867469879518
3321,1376,41,27.16867469879518
3321,1378,41,27.16867469879518
3321,1457,41,27.16867469879518
3321,1459,41,27.16867469879518
3321,1538,41,27.16867469879518
3321,1540,41,27.16867469879518
3321,1619,41,27.16867469879518
3321,1621,41,27.16867469879518
3322,82,41,27.17283950617284
3323,1081,41,27.17700180614088
3323,1620,41,27.17700180614088
3324,1136,41,27.181161600962984
3325,810,41,27.18531889290012
3326,648,41,27.189473684210526
3326,1082,41,27.189473684210526
3327,569,41,27.19362597714973
3327,1415,41,27.19362597714973
3328,488,41,27.197775773970545
3328,1348,41,27.197775773970545
3329,405,41,27.201923076923077
3329,748,41,27.201923076923077
3330,730,41,27.206067888254733
3331,324,41,27.21021021021021
3331,915,41,27.21021021021021
3332,1220,41,27.214350045031523
3333,251,41,27.218487394957982
3333,1381,41,27.218487394957982
3334,1418,41,27.222622262226224
3334,1546,41,27.222622262226224
3335,245,41,27.226754649070187
3336,896,41,27.23088455772114
3337,585,41,27.235011990407674
3337,1466,41,27.235011990407674
3338,750,41,27.239136949355707
3338,976,41,27.239136949355707
3339,1304,41,27.243259436788495
3339,1585,41,27.243259436788495
3340,1060,41,27.247379454926623
3340,1510,41,27.247379454926623
3341,162,41,27.251497005988025
3341,1588,41,27.251497005988025
3342,164,41,27.255612092187967
3342,918,41,27.255612092187967
3343,584,41,27.25972471573908
3343,1059,41,27.25972471573908
3344,1036,41,27.26383487885133
3344,1304,41,27.26383487885133
3345,980,41,27.267942583732058
3346,252,41,27.272047832585947
3346,1468,41,27.272047832585947
3347,250,41,27.276150627615063
3347,897,41,27.276150627615063
3348,244,41,27.280250971018823
3349,922,41,27.284348864994026
3349,1551,41,27.284348864994026
3350,1390,41,27.288444311734846
3351,755,41,27.292537313432835
3351,1225,41,27.292537313432835
3352,328,41,27.296627872276932
3352,400,41,27.296627872276932
3353,737,41,27.30071599045346
3353,1424,41,27.30071599045346
3354,410,41,27.304801670146137
3354,588,41,27.304801670146137
3355,490,41,27.308884913536076
3356,572,41,27.31296572280179
3356,878,41,27.31296572280179
3357,656,41,27.31704410011919
3357,1090,41,27.31704410011919
3358,820,41,27.3211200476616
3358,1594,41,27.3211200476616
3359,85,41,27.32519356759976
3359,1146,41,27.32519356759976
3360,1640,41,27.329264662101817
3361,81,41,27.333333333333332
3361,83,41,27.333333333333332
3362,81,41,27.337399583457305
3362,83,41,27.337399583457305
3362,163,41,27.337399583457305
3362,165,41,27.337399583457305
3362,245,41,27.337399583457305
3362,247,41,27.337399583457305
3362,327,41,27.337399583457305
3362,329,41,27.337399583457305
3362,409,41,27.337399583457305
3362,411,41,27.337399583457305
3362,491,41,27.337399583457305
3362,493,41,27.337399583457305
3362,573,41,27.337399583457305
3362,575,41,27.337399583457305
3362,655,41,27.337399583457305
3362,657,41,27.337399583457305
3362,737,41,27.337399583457305
3362,739,41,27.337399583457305
3362,819,41,27.337399583457305
3362,821,41,27.337399583457305
3362,901,41,27.337399583457305
3362,903,41,27.337399583457305
3362,983,41,27.337399583457305
3362,985,41,27.337399583457305
3362,1065,41,27.337399583457305
3362,1067,41,27.337399583457305
3362,1147,41,27.337399583457305
3362,1149,41,27.337399583457305
3362,1229,41,27.337399583457305
3362,1231,41,27.337399583457305
3362,1311,41,27.337399583457305
3362,1313,41,27.337399583457305
3362,1393,41,27.337399583457305
3362,1395,41,27.337399583457305
3362,1475,41,27.337399583457305
3362,1477,41,27.337399583457305
3362,1557,41,27.337399583457305
3362,1559,41,27.337399583457305
3362,1598,41,27.337399583457305
3362,1639,41,27.337399583457305
3362,1641,41,27.337399583457305
3363,81,41,27.341463414634145
3363,83,41,27.341463414634145
3363,1094,41,27.341463414634145
3364,882,41,27.345524829021706
3364,1642,41,27.345524829021706
3365,1148,41,27.349583828775266
3365,1363,41,27.349583828775266
3366,588,41,27.353640416047547
3366,822,41,27.353640416047547
3367,658,41,27.35769459298871
3368,400,41,27.361746361746363
3368,574,41,27.361746361746363
3369,492,41,27.36579572446556
3370,412,41,27.36984268328881
3371,741,41,27.373887240356083
3371,1524,41,27.373887240356083
3372,330,41,27.377929397804806
3373,1045,41,27.38196915776987
3373,1233,41,27.38196915776987
3374,252,41,27.386006522383635
3374,1400,41,27.386006522383635
3375,1563,41,27.390041493775932
3376,246,41,27.394074074074073
3376,1044,41,27.394074074074073
3377,403,41,27.398104265402843
3377,905,41,27.398104265402843
3378,930,41,27.402132069884512
3378,1482,41,27.402132069884512
3379,884,41,27.40615748963884
3379,990,41,27.40615748963884
3380,1318,41,27.410180526783073
3380,1530,41,27.410180526783073
3381,1071,41,27.414201183431953
3382,166,41,27.418219461697724
3382,762,41,27.418219461697724
3383,164,41,27.422235363690124
3383,887,41,27.422235363690124
3384,1074,41,27.426248891516405
3385,402,41,27.430260047281322
3385,1322,41,27.430260047281322
3386,990,41,27.43426883308715
3386,1438,41,27.43426883308715
3387,1488,41,27.43827525103367
3388,910,41,27.442279303218186
3389,249,41,27.446280991735538
3389,1048,41,27.446280991735538
3390,1572,41,27.450280318678075
3391,1405,41,27.454277286135692
3391,1535,41,27.454277286135692
3392,1242,41,27.45827189619581
3392,1372,41,27.45827189619581
3393,330,41,27.462264150943398
3394,744,41,27.46625405246095
3394,1102,41,27.46625405246095
3395,413,41,27.47024160282852
3396,498,41,27.47422680412371
3397,581,41,27.478209658421672
3397,1374,41,27.478209658421672
3398,86,41,27.482190167795114
3398,662,41,27.482190167795114
3399,828,41,27.486168334314304
3400,80,41,27.490144160047073
3400,1162,41,27.490144160047073
3401,80,41,27.49411764705882
3401,1658,41,27.49411764705882
3402,84,41,27.498088797412525
3403,82,41,27.502057613168724
3403,84,41,27.502057613168724
3403,165,41,27.502057613168724
3403,167,41,27.502057613168724
3403,248,41,27.502057613168724
3403,250,41,27.502057613168724
3403,331,41,27.502057613168724
3403,333,41,27.502057613168724
3403,414,41,27.502057613168724
3403,416,41,27.502057613168724
3403,497,41,27.502057613168724
3403,499,41,27.502057613168724
3403,580,41,27.502057613168724
3403,582,41,27.502057613168724
3403,663,41,27.502057613168724
3403,665,41,27.502057613168724
3403,746,41,27.502057613168724
3403,748,41,27.502057613168724
3403,829,41,27.502057613168724
3403,831,41,27.502057613168724
3403,912,41,27.502057613168724
3403,914,41,27.502057613168724
3403,995,41,27.502057613168724
3403,997,41,27.502057613168724
3403,1078,41,27.502057613168724
3403,1080,41,27.502057613168724
3403,1161,41,27.502057613168724
3403,1163,41,27.502057613168724
3403,1244,41,27.502057613168724
3403,1246,41,27.502057613168724
3403,1327,41,27.502057613168724
3403,1329,41,27.502057613168724
3403,1410,41,27.502057613168724
3403,1412,41,27.502057613168724
3403,1493,41,27.502057613168724
3403,1495,41,27.502057613168724
3403,1576,41,27.502057613168724
3403,1578,41,27.502057613168724
3403,1659,41,27.502057613168724
3403,1661,41,27.502057613168724
3404,82,41,27.50602409638554
3405,1662,41,27.509988249118685
3406,1162,41,27.51395007342144
3407,832,41,27.517909571344685
3407,1380,41,27.517909571344685
3408,666,41,27.521866744936894
3409,581,41,27.525821596244132
3410,498,41,27.529774127310063
3411,417,41,27.533724340175954
3412,750,41,27.53767223688068
3413,334,41,27.541617819460726
3413,1543,41,27.541617819460726
3414,1248,41,27.54556108995019
3415,1058,41,27.549502050380784
3415,1417,41,27.549502050380784
3416,1582,41,27.553440702781845
3417,249,41,27.557377049180328
3418,916,41,27.56131109160082
3419,408,41,27.565242832065536
3419,1500,41,27.565242832065536
3420,1002,41,27.569172272594326
3421,895,41,27.573099415204677
3421,1334,41,27.573099415204677
3422,1084,41,27.57702426191172
3423,168,41,27.58094681472823
3424,166,41,27.584867075664622
3425,898,41,27.588785046728972
3425,1087,41,27.588785046728972
3426,1338,41,27.592700729927007
3427,407,41,27.596614127262114
3427,1002,41,27.596614127262114
3428,1506,41,27.600525240735337
3429,921,41,27.60443407234539
3430,252,41,27.608340624088655
3431,1061,41,27.612244897959183
3431,1591,41,27.612244897959183
3432,1422,41,27.616146895948702
3433,1257,41,27.62004662004662
3433,1554,41,27.62004662004662
3434,334,41,27.623944072240022
3435,753,41,27.627839254513688
3436,418,41,27.63173216885007
3437,504,41,27.635622817229336
3438,588,41,27.63951120162933
3439,670,41,27.643397324025596
3439,1391,41,27.643397324025596
3440,838,41,27.647281186391393
3441,1176,41,27.651162790697676
3442,1678,41,27.655042138913107
3443,81,41,27.658919233004067
3443,85,41,27.658919233004067
3445,83,41,27.666666666666668
3446,1682,42,27.670827285921625
3447,1176,42,27.67498549042368
3448,842,42,27.67914128227444
3449,674,42,27.683294663573086
3449,1122,42,27.683294663573086
3449,1397,42,27.683294663573086
3450,588,42,27.687445636416353
3451,504,42,27.69159420289855
3452,422,42,27.69574036511156
3453,759,42,27.699884125144845
3454,338,42,27.704025485085435
3455,1263,42,27.70816444701795
3455,1562,42,27.70816444701795
3456,1434,42,27.712301013024604
3457,1071,42,27.716435185185187
3457,1601,42,27.716435185185187
3458,252,42,27.72056696557709
3459,927,42,27.724696356275302
3460,1518,42,27.728823359352415
3461,413,42,27.732947976878613
3461,1014,42,27.732947976878613
3462,1350,42,27.7370702109217
3463,906,42,27.741190063547084
3463,1097,42,27.741190063547084
3464,170,42,27.745307536817787
3465,168,42,27.749422632794456
3466,1100,42,27.753535353535355
3467,909,42,27.757645701096365
3467,1354,42,27.757645701096365
3468,1014,42,27.761753677531008
3469,412,42,27.76585928489043
3469,1524,42,27.76585928489043
3470,932,42,27.769962525223406
3471,255,42,27.77406340057637
3472,1610,42,27.778161912993372
3473,1074,42,27.782258064516128
3473,1439,42,27.782258064516128
3474,1272,42,27.78635185718399
3475,338,42,27.790443293033967
3475,1573,42,27.790443293033967
3476,762,42,27.79453237410072
3477,423,42,27.79861910241657
3478,510,42,27.802703480011505
3479,595,42,27.80678550891317
3480,678,42,27.81086519114688
3481,848,42,27.81494252873563
3481,1408,42,27.81494252873563
3482,1190,42,27.819017523700087
3483,1698,42,27.823090178058585
3484,86,42,27.82716049382716
3485,82,42,27.831228473019518
3486,82,42,27.83529411764706
3486,84,42,27.83529411764706
3486,414,42,27.83529411764706
3486,416,42,27.83529411764706
3486,912,42,27.83529411764706
3486,914,42,27.83529411764706
3486,1078,42,27.83529411764706
3486,1080,42,27.83529411764706
3486,1410,42,27.83529411764706
3486,1412,42,27.83529411764706
3486,1576,42,27.83529411764706
3486,1578,42,27.83529411764706
3487,84,42,27.839357429718877
3487,1702,42,27.839357429718877
3488,1190,42,27.843418411241753
3489,852,42,27.847477064220183
3489,1135,42,27.847477064220183
3489,1703,42,27.847477064220183
3490,682,42,27.85153339065635
3491,595,42,27.85558739255014
3491,894,42,27.85558739255014
3491,1191,42,27.85558739255014
3491,1414,42,27.85558739255014
3492,510,42,27.85963907189917
3493,427,42,27.86368843069874
3493,853,42,27.86368843069874
3493,1380,42,27.86368843069874
3494,768,42,27.867735470941884
3495,342,42,27.871780194619348
3495,568,42,27.871780194619348
3495,683,42,27.871780194619348
3496,1278,42,27.875822603719598
3497,487,42,27.879862700228834
3497,596,42,27.879862700228834
3497,1451,42,27.879862700228834
3497,1581,42,27.879862700228834
3498,1620,42,27.88390048613097
3499,255,42,27.88793596340766
3499,511,42,27.88793596340766
3499,1084,42,27.88793596340766
3499,1301,42,27.88793596340766
3500,938,42,27.8919691340383
3501,428,42,27.896
3501,1536,42,27.896
3501,1546,42,27.896
3502,1026,42,27.90002856326764
3503,418,42,27.90405482581382
3503,770,42,27.90405482581382
3503,1060,42,27.90405482581382
3503,1366,42,27.90405482581382
3504,1110,42,27.908078789608908
3505,172,42,27.912100456621005
3505,327,42,27.912100456621005
3505,343,42,27.912100456621005
3505,917,42,27.912100456621005
3506,170,42,27.916119828815976
3507,1113,42,27.920136908157446
3507,1282,42,27.920136908157446
3507,1469,42,27.920136908157446
3508,1370,42,27.924151696606785
3509,817,42,27.92816419612315
3509,920,42,27.92816419612315
3509,1026,42,27.92816419612315
3509,1456,42,27.92816419612315
3510,1542,42,27.932174408663435
3511,244,42,27.936182336182338
3511,417,42,27.936182336182338
3511,943,42,27.936182336182338
3511,1626,42,27.936182336182338
3512,258,42,27.9401879806323
3513,256,42,27.944191343963553
3513,1629,42,27.944191343963553
3513,1633,42,27.944191343963553
3514,1456,42,27.94819242812411
3515,653,42,27.95219123505976
3515,942,42,27.95219123505976
3515,1087,42,27.95219123505976
3515,1287,42,27.95219123505976
3516,342,42,27.956187766714084
3517,408,42,27.96018202502844
3517,771,42,27.96018202502844
3517,1543,42,27.96018202502844
3517,1592,42,27.96018202502844
3518,428,42,27.964174011941996
3519,516,42,27.9681637293917
3519,983,42,27.9681637293917
3519,1031,42,27.9681637293917
3520,602,42,27.972151179312306
3521,686,42,27.976136363636364
3521,736,42,27.976136363636364
3521,1373,42,27.976136363636364
3522,858,42,27.980119284294236
3523,1116,42,27.984099943214083
3523,1204,42,27.984099943214083
3523,1228,42,27.984099943214083
3523,1425,42,27.984099943214083
3524,1718,42,27.988078342321884
3525,87,42,27.99205448354143
3525,163,42,27.99205448354143
3525,173,42,27.99205448354143
3527,83,42,28.
3527,85,42,28.
3527,165,42,28.
3527,171,42,28.
3528,83,42,28.003969379075702
3528,85,42,28.003969379075702
3528,419,42,28.003969379075702
3528,421,42,28.003969379075702
3528,923,42,28.003969379075702
3528,925,42,28.003969379075702
3528,1091,42,28.003969379075702
3528,1093,42,28.003969379075702
3528,1427,42,28.003969379075702
3528,1429,42,28.003969379075702
3528,1595,42,28.003969379075702
3528,1597,42,28.003969379075702
3528,1722,42,28.003969379075702
3529,83,42,28.00793650793651
3529,85,42,28.00793650793651
3529,1120,42,28.00793650793651
3529,1148,42,28.00793650793651
3529,1204,42,28.00793650793651
3529,1232,42,28.00793650793651
3530,904,42,28.011901388495325
3531,740,42,28.01586402266289
3531,1379,42,28.01586402266289
3531,1395,42,28.01586402266289
3532,574,42,28.019824412347777
3533,492,42,28.0237825594564
3533,985,42,28.0237825594564
3533,1033,42,28.0237825594564
3533,1429,42,28.0237825594564
3534,1314,42,28.02773846589301
3535,412,42,28.031692133559705
3535,1553,42,28.031692133559705
3535,1561,42,28.031692133559705
3536,1070,42,28.035643564356434
3537,330,42,28.039592760180994
3537,659,42,28.039592760180994
3537,950,42,28.039592760180994
3538,1482,42,28.043539722929037
3539,260,42,28.047484454494064
3539,824,42,28.047484454494064
3539,1602,42,28.047484454494064
3539,1647,42,28.047484454494064
3540,246,42,28.051426956767447
3541,248,42,28.055367231638417
3541,1095,42,28.055367231638417
3541,1642,42,28.055367231638417
3541,1646,42,28.055367231638417
3542,658,42,28.05930528099407
3543,411,42,28.063241106719367
3543,823,42,28.063241106719367
3543,1468,42,28.063241106719367
3544,990,42,28.06717471069715
3545,421,42,28.071106094808126
3545,741,42,28.071106094808126
3545,1298,42,28.071106094808126
3545,1483,42,28.071106094808126
3546,1236,42,28.07503526093089
3547,164,42,28.078962210941906
3547,329,42,28.078962210941906
3547,345,42,28.078962210941906
3547,930,42,28.078962210941906
3548,166,42,28.082886946715533
3549,778,42,28.086809470124013
3549,1072,42,28.086809470124013
3549,1239,42,28.086809470124013
3550,744,42,28.090729783037474
3551,432,42,28.094647887323944
3551,929,42,28.094647887323944
3551,990,42,28.094647887323944
3551,1570,42,28.094647887323944
3552,414,42,28.09856378484934
3553,424,42,28.10247747747748
3553,521,42,28.10247747747748
3553,662,42,28.10247747747748
3553,1323,42,28.10247747747748
3554,1654,42,28.10638896707008
3555,249,42,28.110298255486775
3555,497,42,28.110298255486775
3555,608,42,28.110298255486775
3556,826,42,28.11420534458509
3557,580,42,28.118110236220474
3557,693,42,28.118110236220474
3557,1102,42,28.118110236220474
3557,1488,42,28.118110236220474
3558,330,42,28.122012932246275
3559,867,42,28.125913434513773
3559,1075,42,28.125913434513773
3559,1408,42,28.125913434513773
3559,1609,42,28.125913434513773
3560,1574,42,28.129811744872153
3561,910,42,28.13370786516854
3561,1217,42,28.13370786516854
3561,1326,42,28.13370786516854
3562,498,42,28.137601797247964
3563,581,42,28.1414935429534
3563,1161,42,28.1414935429534
3563,1737,42,28.1414935429534
3564,1410,42,28.145383104125738
3565,88,42,28.149270482603814
3565,911,42,28.149270482603814
3565,1444,42,28.149270482603814
3565,1742,42,28.149270482603814
3566,1162,42,28.153155680224405
3567,82,42,28.15703869882221
3567,1743,42,28.15703869882221
3568,82,42,28.160919540229884
3569,86,42,28.16479820627803
3570,84,42,28.16867469879518
3570,86,42,28.16867469879518
3570,424,42,28.16867469879518
3570,426,42,28.16867469879518
3570,934,42,28.16867469879518
3570,936,42,28.16867469879518
3570,1104,42,28.16867469879518
3570,1106,42,28.16867469879518
3570,1444,42,28.16867469879518
3570,1446,42,28.16867469879518
3570,1614,42,28.16867469879518
3570,1616,42,28.16867469879518
3571,84,42,28.172549019607843
3571,1743,42,28.172549019607843
3572,1162,42,28.176421170540465
3573,915,42,28.180291153415453
3574,1412,42,28.184158970053176
3575,581,42,28.188024622271964
3575,1446,42,28.188024622271964
3576,498,42,28.19188811188811
3577,1330,42,28.195749440715883
3578,1580,42,28.199608610567516
3579,1083,42,28.203465623253216
3580,334,42,28.207320480581167
3581,1500,42,28.21117318435754
3581,1621,42,28.21117318435754
3582,834,42,28.215023736386485
3583,249,42,28.21887213847013
3583,1108,42,28.21887213847013
3584,1666,42,28.222718392408595
3585,666,42,28.2265625
3586,416,42,28.230404463040447
3587,426,42,28.23424428332404
3587,1002,42,28.23424428332404
3588,750,42,28.238081962642877
3589,941,42,28.241917502787068
3589,1251,42,28.241917502787068
3590,166,42,28.24575090554472
3591,168,42,28.24958217270195
3592,1254,42,28.253411306042885
3593,753,42,28.257238307349667
3593,940,42,28.257238307349667
3594,1002,42,28.26106317840245
3595,419,42,28.26488592097941
3595,429,42,28.26488592097941
3596,670,42,28.268706536856744
3597,1674,42,28.272525027808676
3598,252,42,28.27634139560745
3599,836,42,28.280155642023345
3599,1115,42,28.280155642023345
3600,1506,42,28.283967768824674
3601,334,42,28.287777777777777
3601,1628,42,28.287777777777777
3602,1088,42,28.29158567064704
3603,1593,42,28.29539144919489
3604,1342,42,28.299195115181792
3605,504,42,28.30299667036626
3606,588,42,28.306796116504856
3607,1427,42,28.31059345535219
3607,1461,42,28.31059345535219
3608,922,42,28.314388688660937
3609,1176,42,28.318181818181817
3610,1764,42,28.32197284566362
3611,83,42,28.325761772853184
3611,87,42,28.325761772853184
3613,85,42,28.333333333333332
3614,1764,43,28.337392748408526
3615,1176,43,28.341449916989486
3616,926,43,28.345504840940524
3617,1234,43,28.349557522123895
3617,1429,43,28.349557522123895
3617,1463,43,28.349557522123895
3618,588,43,28.353607962399778
3619,504,43,28.357656163626313
3620,1346,43,28.361702127659573
3621,1599,43,28.36574585635359
3622,1096,43,28.369787351560344
3623,338,43,28.37382661512976
3623,1640,43,28.37382661512976
3624,1518,43,28.37786364890974
3625,844,43,28.381898454746135
3625,1121,43,28.381898454746135
3626,252,43,28.38593103448276
3627,1686,43,28.38996138996139
3628,674,43,28.39398952302178
3629,421,43,28.398015435501655
3629,431,43,28.398015435501655
3630,1014,43,28.402039129236705
3631,759,43,28.406060606060606
3631,952,43,28.406060606060606
3632,1266,43,28.410079867805013
3633,168,43,28.41409691629956
3634,170,43,28.418111753371868
3635,951,43,28.42212438084755
3635,1269,43,28.42212438084755
3636,762,43,28.426134800550205
3637,434,43,28.43014301430143
3637,1014,43,28.43014301430143
3638,424,43,28.434149023920813
3639,678,43,28.43815283122595
3640,1694,43,28.442154438032425
3641,255,43,28.446153846153845
3641,1128,43,28.446153846153845
3642,846,43,28.45015105740181
3643,1524,43,28.454146073585942
3643,1647,43,28.454146073585942
3644,338,43,28.458138896513862
3645,1101,43,28.46212952799122
3646,1612,43,28.466117969821674
3647,1358,43,28.47010422380691
3648,510,43,28.47408829174664
3649,595,43,28.478070175438596
3649,1478,43,28.478070175438596
3650,1444,43,28.48204987667854
3651,933,43,28.486027397260273
3652,1190,43,28.490002738975623
3653,88,43,28.49397590361446
3653,1785,43,28.49397590361446
3654,84,43,28.497946892964688
3655,84,43,28.50191570881226
3655,86,43,28.50191570881226
3655,169,43,28.50191570881226
3655,171,43,28.50191570881226
3655,254,43,28.50191570881226
3655,256,43,28.50191570881226
3655,339,43,28.50191570881226
3655,341,43,28.50191570881226
3655,424,43,28.50191570881226
3655,426,43,28.50191570881226
3655,509,43,28.50191570881226
3655,511,43,28.50191570881226
3655,594,43,28.50191570881226
3655,596,43,28.50191570881226
3655,679,43,28.50191570881226
3655,681,43,28.50191570881226
3655,764,43,28.50191570881226
3655,766,43,28.50191570881226
3655,849,43,28.50191570881226
3655,851,43,28.50191570881226
3655,934,43,28.50191570881226
3655,936,43,28.50191570881226
3655,1019,43,28.50191570881226
3655,1021,43,28.50191570881226
3655,1104,43,28.50191570881226
3655,1106,43,28.50191570881226
3655,1189,43,28.50191570881226
3655,1191,43,28.50191570881226
3655,1274,43,28.50191570881226
3655,1276,43,28.50191570881226
3655,1359,43,28.50191570881226
3655,1361,43,28.50191570881226
3655,1444,43,28.50191570881226
3655,1446,43,28.50191570881226
3655,1529,43,28.50191570881226
3655,1531,43,28.50191570881226
3655,1614,43,28.50191570881226
3655,1616,43,28.50191570881226
3655,1699,43,28.50191570881226
3655,1701,43,28.50191570881226
3655,1784,43,28.50191570881226
3655,1786,43,28.50191570881226
3656,86,43,28.50588235294118
3657,1785,43,28.50984682713348
3658,1190,43,28.513809133169264
3658,1248,43,28.513809133169264
3659,937,43,28.51776927282668
3659,1480,43,28.51776927282668
3660,1446,43,28.521727247881934
3661,595,43,28.52568306010929
3662,510,43,28.52963671128107
3662,750,43,28.52963671128107
3663,1362,43,28.533588203167668
3664,1482,43,28.53753753753754
3664,1618,43,28.53753753753754
3665,1109,43,28.541484716157207
3665,1659,43,28.541484716157207
3666,342,43,28.54542974079127
3666,1584,43,28.54542974079127
3667,1134,43,28.5493726132024
3667,1536,43,28.5493726132024
3668,854,43,28.55331333515135
3669,255,43,28.557251908396946
3670,418,43,28.5611883346961
3670,1706,43,28.5611883346961
3671,436,43,28.565122615803816
3671,682,43,28.565122615803816
3672,426,43,28.569054753473168
3673,963,43,28.572984749455337
3673,1026,43,28.572984749455337
3674,768,43,28.57691260549959
3675,1281,43,28.580838323353294
3676,170,43,28.584761904761905
3676,1664,43,28.584761904761905
3677,172,43,28.588683351468987
3677,962,43,28.588683351468987
3678,1284,43,28.59260266521621
3678,1422,43,28.59260266521621
3679,439,43,28.596519847743338
3679,771,43,28.596519847743338
3680,1026,43,28.600434900788258
3680,1138,43,28.600434900788258
3681,429,43,28.604347826086958
3682,252,43,28.60825862537354
3682,686,43,28.60825862537354
3683,1141,43,28.61216730038023
3683,1714,43,28.61216730038023
3684,258,43,28.61607385283736
3685,856,43,28.619978284473397
3685,1666,43,28.619978284473397
3686,1090,43,28.623880597014924
3686,1542,43,28.623880597014924
3687,342,43,28.627780792186652
3688,438,43,28.63167887171142
3688,1114,43,28.63167887171142
3689,1631,43,28.635574837310195
3690,588,43,28.63946869070209
3690,1374,43,28.63946869070209
3691,516,43,28.643360433604336
3691,1495,43,28.643360433604336
3692,602,43,28.647250067732323
3692,968,43,28.647250067732323
3693,1461,43,28.651137594799568
3694,944,43,28.655023016517735
3694,1764,43,28.655023016517735
3695,89,43,28.658906334596644
3695,1204,43,28.658906334596644
3696,1806,43,28.662787550744248
3697,85,43,28.666666666666668
3697,87,43,28.666666666666668
3698,85,43,28.670543684068164
3698,87,43,28.670543684068164
3698,171,43,28.670543684068164
3698,173,43,28.670543684068164
3698,257,43,28.670543684068164
3698,259,43,28.670543684068164
3698,343,43,28.670543684068164
3698,345,43,28.670543684068164
3698,429,43,28.670543684068164
3698,431,43,28.670543684068164
3698,515,43,28.670543684068164
3698,517,43,28.670543684068164
3698,601,43,28.670543684068164
3698,603,43,28.670543684068164
3698,687,43,28.670543684068164
3698,689,43,28.670543684068164
3698,773,43,28.670543684068164
3698,775,43,28.670543684068164
3698,859,43,28.670543684068164
3698,861,43,28.670543684068164
3698,945,43,28.670543684068164
3698,947,43,28.670543684068164
3698,1031,43,28.670543684068164
3698,1033,43,28.670543684068164
3698,1117,43,28.670543684068164
3698,1119,43,28.670543684068164
3698,1203,43,28.670543684068164
3698,1205,43,28.670543684068164
3698,1289,43,28.670543684068164
3698,1291,43,28.670543684068164
3698,1375,43,28.670543684068164
3698,1377,43,28.670543684068164
3698,1461,43,28.670543684068164
3698,1463,43,28.670543684068164
3698,1547,43,28.670543684068164
3698,1549,43,28.670543684068164
3698,1633,43,28.670543684068164
3698,1635,43,28.670543684068164
3698,1719,43,28.670543684068164
3698,1721,43,28.670543684068164
3698,1764,43,28.670543684068164
3698,1805,43,28.670543684068164
3698,1807,43,28.670543684068164
3699,85,43,28.674418604651162
3699,87,43,28.674418604651162
3699,1262,43,28.674418604651162
3700,968,43,28.678291430116246
3700,1808,43,28.678291430116246
3701,758,43,28.68216216216216
3701,1206,43,28.68216216216216
3702,588,43,28.686030802485813
3702,946,43,28.686030802485813
3703,1465,43,28.68989735278228
3703,1600,43,28.68989735278228
3704,442,43,28.6937618147448
3704,604,43,28.6937618147448
3705,422,43,28.697624190064793
3705,518,43,28.697624190064793
3706,1094,43,28.701484480431848
3706,1380,43,28.701484480431848
3707,1639,43,28.70534268753373
3708,1120,43,28.70919881305638
3709,344,43,28.713052858683927
3709,1434,43,28.713052858683927
3710,252,43,28.71690482609868
3710,1552,43,28.71690482609868
3711,254,43,28.720754716981133
3711,862,43,28.720754716981133
3712,260,43,28.72460253300997
3712,1150,43,28.72460253300997
3713,1098,43,28.728448275862068
3713,1728,43,28.728448275862068
3714,692,43,28.732291947212495
3714,1434,43,28.732291947212495
3715,433,43,28.736133548734518
3715,592,43,28.736133548734518
3716,1036,43,28.739973082099596
3716,1680,43,28.739973082099596
3717,779,43,28.743810548977397
3717,1775,43,28.743810548977397
3718,1298,43,28.747645951035782
3719,174,43,28.75147928994083
3719,1774,43,28.75147928994083
3720,172,43,28.755310567356815
3721,591,43,28.759139784946235
3721,1297,43,28.759139784946235
3722,422,43,28.762966944369794
3722,778,43,28.762966944369794
3723,1040,43,28.766792047286405
3723,1099,43,28.766792047286405
3724,432,43,28.77061509535321
3725,253,43,28.774436090225564
3725,692,43,28.774436090225564
3726,1608,43,28.77825503355705
